the_geom,NAME,HOUSENUM,STREETNAME,ZIP,URL,BIN,BBL,CITY
POINT (-73.90591377674532 40.83782164095805),Aleene Logan Pre-School Center,1450,WEBSTER AVENUE,10456,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2092076,2028950001,Bronx
POINT (-73.90591377674532 40.83782164095805),South Bronx Hs,1458,WEBSTER AVENUE,10456,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2092076,2028950001,Bronx
POINT (-73.89916283233966 40.820589689464626),United Bronx Parents Day Care Center,888,WESTCHESTER AVENUE,10459,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2005346,2026960030,Bronx
POINT (-73.85848579820141 40.89076693118062),Susan E. Wagner Day School,4102,WHITE PLAINS ROAD,10466,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2063602,2048430034,Bronx
POINT (-73.99214630260327 40.63092804525199),United Talmudical Academy Hs,5301,14 AVENUE,11219,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3139072,3056710001,Brooklyn
POINT (-73.98194982212623 40.637566219618485),Yeled V'Yalda Head Start,3909,15 AVENUE,11218,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3125790,3053650006,Brooklyn
POINT (-73.99983874689173 40.606902879009326),European Child Care,8416,19 AVENUE,11214,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3165323,3063320042,Brooklyn
POINT (-73.98457789983505 40.638412745739856),Yeshiva Head Start,1402,40 STREET,11218,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3124884,3053450006,Brooklyn
POINT (-73.99126462045554 40.64028262034908),West Cop/Project Social Care Hs,1169,43 STREET,11219,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3135866,3055970053,Brooklyn
POINT (-73.98802191787536 40.63828567953857),The Child Study Center At New York Inc.,1315,43 STREET,11219,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3253330,3055990070,Brooklyn
POINT (-74.0109582333337 40.65072554702825),Bay Ridge Nursery,314,44 STREET,11220,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3337171,3007370014,Brooklyn
POINT (-74.0120249397302 40.64651488457874),St. Andrew's Community Dcc,4917,4 AVENUE,11220,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3012910,3007830001,Brooklyn
POINT (-73.92454764790334 40.84238302309299),Highbridge Advisory Council Ecc #3,1399,OGDEN AVENUE,10452,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2101242,2025350016,Bronx
POINT (-73.86841162251712 40.87579046587855),Maggie Alston Dc,3415,OLINVILLE AVENUE,10467,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2056942,2046270037,Bronx
POINT (-73.91580726347283 40.82526682723262),Sharon Baptist Hs,3210,PARK AVENUE,10451,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2098307,2024090059,Bronx
POINT (-73.8430211613549 40.85670546202376),1199 Future Of America Learning Center,1500,PELHAM PARKWAY SOUTH,10461,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2047109,2042220005,Bronx
POINT (-73.8617000346431 40.85653762349741),The Rainbow School,900,PELHAM PARKWAY SOUTH,10462,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2049491,2043240035,Bronx
POINT (-73.91187417752819 40.86048194643501),Bronx Community College,2205,SEDGWICK AVENUE,10468,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2015058,2032320078,Bronx
POINT (-73.83682415368185 40.88932526964824),King Tot Kindergarten&Nursery,3909,SETON AVENUE,10466,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2066835,2049600078,Bronx
POINT (-73.90364116278413 40.83627786194063),"La Peninsula Community Organization Inc., Hs",489,ST PAUL'S PLACE,10456,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2009542,2029110030,Bronx
POINT (-73.76969542053746 40.711370616109384),Little Red Train,188-32,JAMAICA AVENUE,11423,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4231434,4108160013,Hollis
POINT (-73.76703268320897 40.71291445179393),Committee For Early Childhood Development Hs,193-04,JAMAICA AVENUE,11423,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4231510,4108210038,Hollis
POINT (-73.75670019190343 40.71371718362339),Precious Children Day Care Center Inc.,202-11,JAMAICA AVENUE,11423,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4222697,4104760005,Hollis
POINT (-73.73349967895867 40.71903582501628),Kids For The Future,220-24,JAMAICA AVENUE,11428,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4231222,4107890271,Queens Village
POINT (-73.80553286732417 40.73203190787822),Second Housing Nursery,161-55,JEWEL AVENUE,11365,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4455458,4067920600,Fresh Meadows
POINT (-73.76142040807187 40.69168969933625),Jamaica N.A.A.C.P. Dcc Inc.,189-26,LINDEN BOULEVARD,11412,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4271346,4125990008,Saint Albans
POINT (-73.73628835176561 40.69415283935952),Juliasa Nursery School&Kindergarten,224-03,LINDEN BOULEVARD,11411,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4244484,4113250006,Cambria Heights
POINT (-73.82171365162607 40.727509914105674),Positive Beginnings Inc. #2,71-25,MAIN STREET,11367,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4144021,4066580003,Flushing
POINT (-73.77728921366416 40.689597731453055),Yahweh Day Care,115-13,MERRICK BOULEVARD,11434,http://www.nyc.gov/html/doh/html/dc/dc.shtml,0,4124020023,Jamaica
POINT (-73.99348690465695 40.71571272486639),Red Apple Child Development Center,39,ELDRIDGE STREET,10002,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1003900,1003010030,New York
POINT (-73.9886465397588 40.71685838894875),Coalition For Human Housing Dcc,60,ESSEX STREET,10002,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1083429,1003510001,New York
POINT (-73.87946266692505 40.871460802201355),Archdiocese Of New York Hs,3044,HULL AVENUE,10467,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2017913,2033320010,Bronx
POINT (-73.9176536164644 40.87672374114674),Love Me Tender Sch,2500,JOHNSON AVENUE,10463,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2083245,2057160500,Bronx
POINT (-73.91837756188275 40.87819756491679),Knolls Nursery School,25,KNOLLS CRESCENT,10463,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2091867,2057230084,Bronx
POINT (-73.86943176656025 40.844341118253205),Village Day Care,607,MORRIS PARK AVENUE,10460,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2098274,2040110038,Bronx
POINT (-73.85898760690365 40.84659987074192),For Kids Only Day Care Inc.,902,MORRIS PARK AVENUE,10462,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2044464,2040940001,Bronx
POINT (-73.85898760690365 40.84659987074192),For Kids Only I/T,902,MORRIS PARK AVENUE,10462,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2044464,2040940001,Bronx
POINT (-73.95775658454828 40.76707521828304),Lenox Hill Day Care Ctr,331,EAST 70 STREET,10021,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1044838,1014450014,New York
POINT (-73.9521363083029 40.76766080637857),Epiphany Community N/S,510,EAST 74 STREET,10021,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1046287,1014850045,New York
POINT (-73.95555220191721 40.773230539231676),Temple Shaaray Tefila Nurs Sch,250,EAST 79 STREET,10021,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1044191,1014330127,New York
POINT (-73.95138326284031 40.77243442913208),Caedmon School,416,EAST 80 STREET,10021,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1081273,1015590005,New York
POINT (-73.95385283430144 40.782332707705926),House Of Little People,129,EAST 90 STREET,10128,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1048252,1015190015,New York
POINT (-73.952961905429 40.78737498709731),Louis Green&Evelyn Green Davis Ccc,60,EAST 97 STREET,10029,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1051451,1016020044,New York
POINT (-73.98835067914112 40.71397681834807),Educational Allliance Dcc,197,EAST BROADWAY,10002,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1003704,1002850029,New York
POINT (-73.98835067914112 40.71397681834807),Coop Nursery School Of The Educational Alliance,197,EAST BROADWAY,10002,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1003704,1002850029,New York
POINT (-73.94640298628742 40.77330571177337),Clarke Nyc Auditory Oral Center,80,EAST END AVENUE,10028,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1051198,1015800023,New York
POINT (-73.99575449867709 40.713990699348535),Chinatown Dcc,35,DIVISION STREET,10002,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1003514,1002810046,New York
POINT (-73.94527572769613 40.79492861274929),James Weldon Johnson Hs,120,EAST 110 STREET,10029,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1078931,1016370001,New York
POINT (-73.82327111374586 40.75663570640046),Sunshine Abc #2,142-15,FRANKLIN AVENUE,11355,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4117034,4051810001,Flushing
POINT (-73.93774422345369 40.808016342529044),The Children's Storefront,61,EAST 129 STREET,10035,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1054238,1017540031,New York
POINT (-73.9878913099503 40.7371564149747),Baruch College Elc Inc.,104,EAST 19 STREET,10003,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1017861,1008740001,New York
POINT (-73.97696292147931 40.73718921341202),Vets Kids Inc.,423,EAST 23 STREET,10010,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1081691,1009550005,New York
POINT (-74.21113523640143 40.55065397127091),High Hopes Of Staten Island Pre-School #3,971,ROSSVILLE AVENUE,10309,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5107734,5061590001,Staten Island
POINT (-74.14847118839145 40.63163722326705),Star Preschool Day Care,275,WALKER STREET,10303,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5103986,5011550010,Staten Island
POINT (-74.14847118839145 40.63163722326705),Children's Life Center,275,WALKER STREET,10303,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5103986,5011550010,Staten Island
POINT (-74.14847118839145 40.63163722326705),Children's Life Center I/T,275,WALKER STREET,10303,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5103986,5011550010,Staten Island
POINT (-74.20035468586065 40.54321979973735),Woodrow Preschool Center,1075,WOODROW ROAD,10312,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5079728,5061100100,Staten Island
POINT (-73.9594375165614 40.64521510800859),St. Marks Head Start U.P.K.,2017,E 10 St & 2 Av,11226,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3117629,3051240057,Brooklyn
POINT (-73.93579040358264 40.600427378168945),Bambi Ii Dcc,2121,BRAGG STREET,11229,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3200516,3073690068,Brooklyn
POINT (-73.96252456573953 40.58123866956885),Family Head Start,2901,BRIGHTON 6 STREET,11235,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3326862,3086660652,Brooklyn
POINT (-73.91734222750475 40.68865029706376),Rev. Charles E. Nesbitt Memorial Dcc Bethesda Memorial,1170,BUSHWICK AVENUE,11221,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3077146,3033730036,Brooklyn
POINT (-73.97839843242808 40.67377204668058),Berkeley Carroll Sch,712,CARROLL STREET,11215,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3020514,3009630018,Brooklyn
POINT (-73.9784462542499 40.68000218832346),Park Slope Christian Academy,98,5 AVENUE,11217,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3018820,3009370041,Brooklyn
POINT (-73.92141495406818 40.76882391615819),Les Enfants Montessori School,29-21,NEWTOWN AVENUE,11102,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4007749,4005970005,Astoria
POINT (-73.73609397535283 40.66678951462653),Pauline Brown,241-15,NORTH CONDUIT AVENUE,11422,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4284726,4132560001,Rosedale
POINT (-73.85597758538769 40.73973133056579),International Children School,57-27,PENROD STREET,11368,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4048080,4019520054,Corona
POINT (-73.85934532079821 40.72841348228794),The Life Skills School,97-30,QUEENS BOULEVARD,11374,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4072142,4030840014,Rego Park
POINT (-73.79447363861524 40.673462361510964),Alpha Kappa Alpha Sorority Dcc,144-06,ROCKAWAY BOULEVARD,11436,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4261925,4120620051,Jamaica
POINT (-73.7349487377551 40.718174235439875),Queens Village Day School Annex Vi,96-09,SPRINGFIELD BOULEVARD,11429,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4231214,4107890248,Queens Village
POINT (-73.79942592990207 40.692647991085366),The Originals Of Jamaica Dcc,108-10,SUTPHIN BOULEVARD,11435,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4258254,4119460121,Jamaica
POINT (-73.79060077749737 40.67711774263236),D's Sunshine Dc Pre-Sch,121-07,SUTPHIN BOULEVARD,11434,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4265305,4122160007,Jamaica
POINT (-73.80849607149587 40.702485455992175),Coleman's Corner Day Care,90-16,SUTPHIN BOULEVARD,11435,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4206751,4096760027,Jamaica
POINT (-73.76018100769373 40.7331356369901),Hollis Hills Jewish Center,210-10,UNION TURNPIKE,11364,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4164607,4077840045,Oakland Gardens
POINT (-73.82091120540277 40.719832668515565),Stepping Stone Day School,77-40,VLEIGH PLACE,11367,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4143108,4066080002,Flushing
POINT (-73.7312747337644 40.74137844649116),Bright Beginnings In Queens Village I/T,80-45,WINCHESTER BOULEVARD,11427,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4438347,4078700001,Queens Village
POINT (-73.99973685344692 40.622752065219935),Eden Nursery,1436,67 STREET,11219,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3142954,3057690023,Brooklyn
POINT (-73.98376903910298 40.66907027134628),Special Sprouts Inc.,339,8 STREET,11215,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3021911,3009990046,Brooklyn
POINT (-74.03064897791836 40.6151901006152),Yai/Ny League For Early Learning Inc.,420,95 STREET,11209,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3329016,3061230028,Brooklyn
POINT (-73.98308049939571 40.68597464802877),Nevins Dcc,460,ATLANTIC AVENUE,11217,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3000937,3001840025,Brooklyn
POINT (-73.98538599615239 40.73704840648141),Brotherhood Synagogue Nursery School,28,GRAMERCY PARK SOUTH,10003,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1017930,1008750053,New York
POINT (-73.94258620428991 40.843405987855576),Presbyterian Hospital Infant&Ccc,61,HAVEN AVENUE,10032,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1063405,1021390144,New York
POINT (-73.9587149607928 40.81287133359766),Children's Learning Center,90,LA SALLE STREET,10027,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1084113,1019780001,New York
POINT (-73.9587149607928 40.81287133359766),Childen's Learning Center,90,LASALLE STREET,10027,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1084113,1019780001,New York
POINT (-73.88719527088038 40.8274127977264),H.P.M.S. Rosa Wardell Dcc,1275,WESTCHESTER AVENUE,10459,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2006311,2027580036,Bronx
POINT (-73.99786393394753 40.62909878201007),Vincent J. Caristo Child Care Center,5901,13 AVENUE,11219,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3141065,3057120001,Brooklyn
POINT (-73.99094981574594 40.63308889477286),Bnos Zion  Of Bodov,5000,14 AVENUE,11219,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3138079,3056490038,Brooklyn
POINT (-73.99039176549446 40.667148277328934),A.C.E. Early Childhood Center,199,14 STREET,11215,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3023430,3010340068,Brooklyn
POINT (-73.9840781308349 40.63623173904979),Gan Day Care Center,4206,15 AVENUE,11219,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3135986,3056000037,Brooklyn
POINT (-73.98072918981661 40.68574093176986),Alonzo A. Daughtry Memorial Dcc,30,3 AVENUE,11217,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3000753,3001790027,Brooklyn
POINT (-73.98113595595905 40.635015850042194),Yeled V'Yalda Hs,1601,42 STREET,11204,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3126465,3053810001,Brooklyn
POINT (-74.02456758000379 40.633428571469615),Heartshare Ecc,7002,4 AVENUE,11209,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3146550,3058910048,Brooklyn
POINT (-73.91057119546085 40.88797407252688),Gan Miriam,3690,NETHERLAND AVENUE,10463,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2084197,2057990040,Bronx
POINT (-73.91476865308844 40.8786310027918),Kinneret Day School,2600,NETHERLAND AVENUE,10463,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2083247,2057220475,Bronx
POINT (-73.86523821775981 40.82303870890446),East Tremont Hs,1780,STORY AVENUE,10473,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2092748,2036370001,Bronx
POINT (-73.77969584793748 40.67905687640126),New Busy Bee Learning Ctr,122-01,GUY R BREWER BOULEVARD,11434,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4268328,4123800021,Jamaica
POINT (-73.7370874613888 40.7134483830668),Alpha-Fundamental Pre-School,218-30,HEMSTEAD AVENUE,11429,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4239325,4111060056,Queens Village
POINT (-73.7448970762882 40.72929383063783),Early Intervention Center Of Queens,219-10,HILLSIDE AVENUE,11427,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4228861,4106790026,Queens Village
POINT (-73.78749388838229 40.707514782265534),New Deal Day Care&Learning Center,172-12,JAMAICA AVENUE,11432,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4438767,4102130005,Jamaica
POINT (-73.7349487377551 40.718174235439875),Queens Village Day School,219-32,JAMAICA AVENUE,11428,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4231214,4107890248,Queens Village
POINT (-73.81453702319753 40.690503033644525),Playmates Nursery Inc. Ii,131-15,LIBERTY AVENUE,11419,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4204046,4095680043,South Richmond Hill
POINT (-73.75671996863754 40.69345610218539),Montessori Progressive Learning Center,195-03,LINDEN BOULEVARD,11412,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4238357,4110670040,Saint Albans
POINT (-73.75671996863754 40.69345610218539),Montessori Progressive Learn,195-05,LINDEN BOULEVARD,11412,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4238357,4110670040,Saint Albans
POINT (-73.75544539820535 40.6933136667838),Good Foundation Pre-School,196-08,LINDEN BOULEVARD,11412,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4437008,4126170005,Saint Albans
POINT (-73.75290075952802 40.69449767387576),Tender Years Pre-School,199-15,LINDEN BOULEVARD,11412,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4238461,4110710006,Saint Albans
POINT (-73.75139076985175 40.69448514391613),"Sunshine Learning Center, Inc.",201-04,LINDEN BOULEVARD,11412,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4271964,4126260001,Saint Albans
POINT (-73.78936408814282 40.716769184335625),All My Children I/T Inc.,175-44,MAYFIELD ROAD,11432,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4211404,4098900020,Jamaica
POINT (-73.76345638647909 40.6882762807918),Hon. William H. Booth E.L.C,118-49,MONTAUK STREET,11412,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4268969,4124510014,Saint Albans
POINT (-73.76345638647909 40.6882762807918),Hon.William H. Booth E.L.C,118-49,MONTAUK STREET,11412,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4268969,4124510014,Saint Albans
POINT (-73.90192286500093 40.85512209125153),Miss Francine Day School Ii,2169,GRAND CONCOURSE,10453,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2086818,2031620044,Bronx
POINT (-73.92804647808899 40.81807356009919),Hostos Children's Center Inc.,475,GRAND CONCOURSE,10451,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2001038,2023460029,Bronx
POINT (-73.89651708669501 40.82474128164803),Lapeninsula Hs,1054,INTERVALE AVENUE,10459,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2005481,2027050009,Bronx
POINT (-73.89937101166166 40.86404298353619),St. James Park Day Care I/T,2500,JEROME AVENUE,10468,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2014129,2031900001,Bronx
POINT (-73.90070893168344 40.877616778258805),Kingsbridge Heights Hs,3101,KINGSBRIDGE TERRACE,10463,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2015788,2032570111,Bronx
POINT (-73.88534763970006 40.8459506455506),Twin Parks Ccc,2070,MAPES AVENUE,10460,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2012955,2031080008,Bronx
POINT (-73.89531548417239 40.858228621426065),"Round The Clock Nursery, Inc.",2380,MARION AVENUE,10458,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2011053,2030240008,Bronx
POINT (-73.91983991965569 40.848698197219775),Seventh Avenue Mennonite Hs,1646,MONTGOMERY AVENUE,10453,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2008989,2028780028,Bronx
POINT (-73.92343386973326 40.81547742618061),Patterson's Kids In Motion Nursery,414,MORRIS AVENUE,10451,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2097853,2023240001,Bronx
